,Adcyap1,Agrp,Brs3,Cartpt,Cckar,Crhr2,Esr1,Gal,Galr1,Galr3,Gast,Gck,Ghrh,Ghsr,Gipr,Glp1r,Gpr50,Grp,Hcrt,Hmcn1,Hrh3,Insr,Lepr,Mc3r,Npy,Npy4r,Otp,Oxt,Pnoc,Pomc,Ppp1r17,Prdm12,Prlh,Scgn,Slc18a3,Slc1a2,Slc32a1,Sstr5,Synpr,Ucn3,2010300C02Rik,Acsbg1,Acta2,Acvrl1,Adamts2,Adamtsl1,Adgrl4,Aldh1a2,Angpt1,Ano1,Aqp4,Arc,Arhgap12,Arhgap25,Arhgap6,Arhgef28,Bcl11b,Bdnf,Bhlhe22,Bhlhe40,Btbd11,Cabp7,Cacna2d2,Calb1,Calb2,Car4,Carmn,Cbln1,Cbln4,Ccn2,Cd24a,Cd300c2,Cd44,Cd53,Cd68,Cd93,Cdh13,Cdh20,Cdh4,Cdh6,Cdh9,Chat,Chodl,Chrm2,Cldn5,Clmn,Cntn6,Cntnap4,Cntnap5b,Cobll1,Col19a1,Col1a1,Col6a1,Cort,Cplx3,Cpne4,Cpne6,Cpne8,Crh,Cspg4,Cux2,Cwh43,Cyp1b1,Dcn,Deptor,Dkk3,Dner,Dpy19l1,Dpyd,Ebf3,Emcn,Epha4,Eya4,Fezf2,Fgd5,Fhod3,Fibcd1,Fign,Fmod,Fn1,Fos,Foxp2,Gad1,Gad2,Gadd45a,Galnt14,Garnl3,Gfap,Gfra2,Gjb2,Gjc3,Gli3,Gm19410,Gm2115,Gng12,Gpr17,Grik3,Gsg1l,Gucy1a1,Hapln1,Hat1,Hpcal1,Hs3st2,Htr1f,Id2,Igf1,Igf2,Igfbp4,Igfbp5,Igfbp6,Igsf21,Ikzf1,Inpp4b,Kcnh5,Kcnmb2,Kctd12,Kctd8,Kdr,Lamp5,Laptm5,Ly6a,Lypd6,Mapk4,Mdga1,Mecom,Meis2,Myl4,Myo16,Ndst3,Ndst4,Necab1,Necab2,Nell1,Neto2,Neurod6,Nostrin,Npnt,Npy2r,Nr2f2,Nrep,Nrn1,Nrp2,Nts,Ntsr2,Nwd2,Nxph3,Opalin,Opn3,Orai2,Paqr5,Parm1,Pcsk5,Pde11a,Pde7b,Pdgfra,Pdyn,Pdzd2,Pdzrn3,Pecam1,Penk,Pglyrp1,Pip5k1b,Pkib,Plch1,Plcxd2,Plcxd3,Plekha2,Pln,Pou3f1,Ppp1r1b,Prdm8,Prox1,Prph,Prr16,Prss35,Pthlh,Pvalb,Rab3b,Rasgrf2,Rasl10a,Rbp4,Rfx4,Rims3,Rmst,Rnf152,Ror1,Rorb,Rprm,Rspo1,Rspo2,Rxfp1,Satb2,Sdk2,Sema3a,Sema3d,Sema3e,Sema5b,Sema6a,Shisa6,Siglech,Sipa1l3,Sla,Slc13a4,Slc17a6,Slc17a7,Slc39a12,Slc44a5,Slc6a3,Slfn5,Slit2,Sncg,Sntb1,Sorcs3,Sox10,Sox11,Sox17,Spag16,Spi1,Spp1,Sst,Stard5,Strip2,Syndig1,Syt17,Syt2,Syt6,Tacr1,Tanc1,Th,Thsd7a,Tle4,Tmem132d,Tmem163,Tmem255a,Tox,Trbc2,Trem2,Trp73,Trpc4,Unc13c,Vat1l,Vip,Vwc2l,Wfs1,Zfp366,Zfp536,Zfpm2
Oligodendrocyte,11.847438,7.5785913,6.6919613,10.534862,9.398524,7.176525,9.991685,11.36613,9.67694,6.586119,12.156963,7.407145,5.5854464,7.817831,10.3868,8.197436,7.9758625,8.355354,11.811614,7.123462,11.508481,13.145039,8.2304325,7.876736,8.291842,10.570982,11.211361,9.05463,9.559998,9.554997,9.700683,6.901893,2.7541203,7.8926806,5.2903976,15.546226,13.362861,7.0627465,12.251342,6.1066866,10.473636,12.717632,8.92883,8.129088,11.401107,12.997281,9.800405,7.407145,9.633953,9.121105,12.283897,12.696102,12.461695,8.435908,10.629719,13.209234,9.225513,9.802938,9.616776,11.96766,11.451493,11.630691,11.972545,12.925084,13.453326,9.03465,7.9456105,11.759744,10.890538,7.4551787,9.887324,7.9486647,9.166405,9.291945,9.944278,7.501665,12.397351,13.870379,10.962554,10.660312,8.756567,5.98107,8.670402,10.837158,10.028231,14.9075165,10.650498,11.725211,9.856764,13.552257,7.4422364,7.1608105,8.23294,5.1274714,5.2314353,10.496249,12.208193,9.7320385,7.7942576,8.008423,11.525966,5.5047503,6.538268,8.651784,10.569495,11.553557,14.241503,16.014753,12.410424,9.7346945,8.3484335,12.482915,9.994642,5.720216,8.636715,11.012661,7.2771325,11.774448,6.882861,10.093148,9.072938,10.312292,13.84561,13.427906,11.093178,9.726711,11.882394,13.340075,12.137858,8.155761,16.258322,8.756567,4.943774,9.913349,13.821501,9.431643,11.472333,8.94115,11.595322,8.2279215,11.890555,12.49563,8.022984,7.4594674,11.787512,8.327471,9.724932,8.1610365,12.294588,6.446193,9.439262,8.153115,9.747903,10.957257,8.73727,12.271756,9.877744,10.69118,9.131893,11.323831,10.15857,11.355527,11.1360035,10.38905,7.7529283,12.289027,7.2176137,10.212922,10.314661,10.638728,11.396361,9.990944,11.353224,11.665677,7.296438,7.468006,7.763372,9.931986,12.660341,11.297123,10.845783,11.642526,11.586036,12.329271,9.335759,8.844449,15.302677,8.516324,9.700683,6.8108473,12.965597,8.847724,8.801177,11.435528,10.976835,10.4360485,9.599394,7.924051,9.241788,12.144199,7.8044076,10.427865,9.302726,10.884172,12.280417,12.558075,11.443667,5.27101,12.526105,10.452277,7.876736,14.515211,7.924051,9.576873,7.6813006,7.272265,9.459743,11.145018,13.109153,6.8175445,7.4465637,10.814738,13.427495,13.549933,11.276308,7.3847713,11.642997,10.10209,10.039733,6.26206,6.0846457,8.2870245,10.422933,9.40521,9.9342985,9.554997,7.7840357,14.949781,8.468189,10.243086,11.930878,7.0227346,7.9758625,13.281408,7.6739383,11.6415825,9.272578,4.5840993,7.4975004,11.254571,10.04901,7.429177,11.120854,15.483912,11.305783,7.505818,7.60593,7.9053106,8.272474,7.566715,10.380594,9.400756,10.353199,9.34506,11.392442,11.295925,9.04895,12.885493,8.902299,12.297885,12.463564,11.913791,12.040494,12.77811,11.300414,5.616502,9.841236,4.815824,9.469343,9.763596,13.366719,7.338955,10.965196,11.943945,7.1713057,14.694347,9.912568
Glut Otp/Nrn1,13.187566,7.9210033,8.983756,10.434062,9.741798,7.828622,9.660759,10.286876,10.744238,7.763575,11.311327,8.224724,7.591012,7.9243135,6.888478,9.976363,9.485838,8.854368,10.761924,6.8331943,12.962384,12.604337,9.4785385,8.067429,9.872652,10.064515,13.502307,6.5370917,10.256007,8.719864,9.609754,5.3896527,2.447354,6.396381,6.819036,14.8981905,12.230679,7.7449737,13.361691,7.6441793,11.719012,11.354453,8.639563,6.6088,11.558241,9.312871,7.8600774,6.5020723,10.294571,6.338002,10.167283,10.01375,12.528871,7.0334835,11.139674,11.594149,10.2655,11.788667,10.058878,12.34849,12.539434,11.699703,13.070124,14.230412,15.391487,8.855236,7.2808013,13.516806,12.663662,7.2808013,10.286876,6.0474935,8.341997,7.3757515,8.751891,6.0952706,13.31181,11.397073,12.271948,10.478934,10.107015,7.142676,9.13999,12.366931,7.787404,12.708515,12.20938,13.033086,11.577161,9.203359,9.746014,6.382006,10.468768,5.543961,6.7975345,12.735267,13.521936,10.844841,8.560922,7.3805795,12.09616,8.017156,6.420025,7.195692,10.129418,12.443626,15.247325,13.413186,10.918693,13.13652,6.4976344,13.014665,6.8402214,5.9598756,9.595288,12.397475,8.438924,10.636089,5.7594595,8.34694,10.776879,12.842449,13.321729,12.647854,9.975166,10.770686,13.241767,10.435223,12.745129,6.768358,11.285976,7.761726,5.6676307,8.03564,10.905353,8.153165,11.278235,10.662596,12.593201,9.905268,11.249491,13.287633,9.59217,9.759514,11.726973,10.383846,8.421459,9.3027315,12.86184,8.570461,10.879577,6.28233,11.527823,12.168612,9.953052,12.420662,10.942561,7.8548822,10.560183,9.114857,8.150341,10.671735,11.611323,12.742317,6.4011407,11.990666,7.658165,11.150315,11.856628,11.65482,14.024252,12.053713,13.334227,12.474441,9.372254,7.249471,8.567288,10.701464,13.461909,12.787043,14.35652,12.132215,11.632604,11.03542,11.373349,11.371985,10.058878,10.628245,10.707241,5.1840744,12.7548065,10.314577,9.546712,12.303356,10.148652,10.850072,10.319301,8.665511,7.812633,13.779619,5.985457,11.818552,10.366305,11.464426,13.328499,13.373547,8.196251,4.778551,8.03564,9.18898,10.161684,12.015615,7.7928476,10.778709,6.7902956,8.355549,11.113628,12.746707,13.782017,8.061427,8.379866,9.303368,14.738961,14.6643,12.308828,6.986749,11.95125,12.052389,10.260925,7.537973,9.283526,6.891864,11.769928,11.026207,10.170772,9.866211,9.383723,12.920726,10.249093,8.370188,11.742176,5.979104,7.084681,15.775002,10.0040045,10.300634,10.41389,2.9413364,6.029161,12.100373,11.131283,8.692944,12.330044,10.29553,12.221709,5.4367757,7.190202,5.913987,10.387749,8.289053,9.746949,10.934991,11.293357,10.858316,12.909338,11.438903,10.639367,11.203227,8.810316,12.138286,12.195833,11.013246,13.129905,13.776046,12.705632,6.54141,7.5465918,5.1729846,10.612426,10.528448,14.146153,7.617841,12.01173,12.217752,5.446018,11.794671,9.657282
Astrocyte,11.9620495,7.826129,7.0671372,10.717997,8.787817,7.1938944,9.699259,11.619122,9.266332,6.704001,11.814476,7.764612,6.1990714,7.3360105,5.053486,8.270886,9.221248,8.824455,11.639827,6.3491096,11.468834,12.8981285,7.855931,8.025492,8.924884,11.173723,11.123458,7.963876,8.804726,9.443622,9.152066,6.2083426,3.251842,7.340234,5.664878,17.529156,12.689901,6.657375,11.521619,5.5085454,10.532989,15.598752,8.9827585,7.0923944,9.544981,7.499761,8.719754,6.7681,11.514862,7.1656156,14.87761,9.294898,12.6525,7.573363,10.627161,10.872144,9.061605,9.876189,8.959612,13.64819,11.5497,11.728484,12.524508,13.262744,13.279884,8.476714,7.7231717,11.690533,10.722857,6.916895,10.106236,7.0466084,8.255317,8.491979,8.989496,6.530065,12.3018465,13.751194,11.205901,9.411872,8.63463,5.59591,8.666933,10.25457,8.578536,13.180119,10.425794,11.470761,9.308972,9.646521,6.928161,10.56672,7.977496,4.448959,5.4627957,10.518154,12.796905,9.718042,6.82345,8.427944,11.13018,5.552889,6.522652,8.427944,9.866706,12.660649,14.573303,12.67629,11.773683,9.33036,7.2216296,11.585939,10.551775,6.5665708,8.012319,10.935273,7.1512656,8.866055,6.5665708,9.472766,9.728552,10.19344,13.145696,12.856166,9.5293455,9.522858,11.512526,13.478425,12.271347,11.643035,11.779331,12.272591,5.493456,10.242211,13.368938,8.476714,11.270394,8.89792,12.311962,10.321783,11.31694,12.169411,7.990989,7.0823445,14.738599,7.7003546,9.820598,7.7392516,13.126798,6.1803484,10.115506,7.18453,9.66263,10.760372,8.399896,13.07666,9.182962,8.373353,8.732662,10.523271,9.053912,9.737385,13.700303,10.352423,7.5661693,12.415031,7.293084,10.40528,10.299183,9.696791,11.1636305,10.262937,10.892058,11.161245,7.127027,6.280442,7.6296554,9.582898,13.610988,11.056695,10.4755945,10.277875,10.452373,15.867357,9.131501,8.666933,9.109402,7.9080706,9.717231,5.6513457,11.655375,8.638065,8.225946,12.097323,10.869225,11.061819,10.928277,7.2887206,8.387706,11.5476465,6.6842027,10.358161,9.05005,11.194574,12.167927,12.377382,8.956864,5.298884,7.7771273,12.146685,7.7392516,11.511121,7.537031,10.222328,10.770969,6.559343,8.685309,10.832222,13.143886,6.0929513,7.0205297,13.988553,13.517526,14.2402115,10.448955,7.8079476,13.7565365,9.92621,10.121039,6.323741,5.91186,8.5423355,10.9707775,8.907912,8.329416,8.803196,9.92199,12.0594015,10.250649,9.572166,11.487992,5.9675217,7.5072923,13.242509,7.7519875,15.388723,8.884969,4.3519044,6.6300387,11.970929,9.449498,9.632814,10.410311,9.695143,12.263864,5.9565597,8.965092,7.1172166,7.4341044,6.6300387,9.845323,9.518206,10.56762,9.127841,10.571668,11.077082,8.474794,9.578437,9.194672,11.104651,12.983293,10.306756,10.605394,12.668228,12.167184,5.793648,8.722992,5.1528687,9.226961,9.704183,13.059153,6.2627525,10.220038,12.900275,5.9675217,10.765092,11.053162
VLMC / fibroblast,9.618498,7.2334046,5.1304126,9.814256,7.2679415,8.263254,10.157516,10.196885,7.2565207,4.4369283,11.386409,6.4872665,5.026662,5.6674905,5.830412,7.0067782,7.439354,7.994299,10.462203,8.489861,9.341488,12.785797,10.817346,6.159576,8.156699,10.276788,9.736234,8.514041,7.209912,8.84665,7.857361,3.7172813,3.7172813,6.75413,4.2652097,15.305754,10.546678,5.2271996,9.776772,4.515685,9.568574,12.590981,15.796564,13.208645,10.0915575,8.181067,13.805424,13.876508,11.480834,12.127083,12.740145,7.366853,12.004429,10.589408,10.940216,10.600742,8.228603,8.034974,9.944513,11.977726,9.774772,9.035566,9.965709,11.635423,11.263425,11.656214,13.627622,9.482961,8.945977,13.425741,11.893597,10.496589,10.01568,11.832893,12.230303,13.015519,12.275915,10.050816,9.727987,10.505058,6.979251,4.590364,7.0733824,8.35714,14.696671,10.646306,9.15417,9.422925,7.209912,13.323071,8.16283,13.824402,12.442661,4.515685,4.9148684,9.065326,10.541982,11.482674,6.817679,12.627459,9.30592,3.9619174,13.264054,15.784035,10.629803,11.682055,12.516634,12.2270155,10.464686,8.455312,11.9838,11.312505,9.463225,5.830412,12.333778,8.984561,4.8555455,9.135587,13.642916,14.708637,9.148002,10.716756,11.342523,11.069844,11.082027,8.35714,10.204335,14.59187,11.757927,12.766049,10.151362,9.64939,4.590364,7.980481,12.7179365,6.6705427,10.210267,6.922569,12.7853,8.70259,10.749714,11.621578,6.10967,5.7992663,12.81139,10.891209,16.186958,13.764308,14.304576,10.83569,7.697628,10.269704,12.129825,8.854247,7.398372,13.734776,7.8190546,12.689022,7.2565207,13.374494,14.897235,9.365608,11.784512,9.0422325,12.56257,10.398684,8.533098,8.475155,10.394782,7.803443,10.20136,8.719326,10.060699,9.445732,5.5601053,10.481952,10.549021,8.119358,14.247219,12.436981,8.949528,11.949634,9.774772,12.504616,6.979251,7.8798656,7.5557456,8.16283,8.2970915,11.07066,13.0117035,10.3817005,6.6876516,12.098184,13.722376,9.292003,11.173679,11.781527,14.202444,10.273958,10.725067,11.494875,8.274622,9.65375,9.984868,10.831847,12.135291,13.801008,6.5633926,9.798592,6.159576,10.045848,11.628794,8.39409,6.99308,9.549983,7.161746,10.577984,12.111715,5.4440794,11.138336,11.113229,11.533832,12.618843,11.860974,11.216305,11.733935,8.565853,8.710982,7.209912,5.6674905,7.5083847,9.208524,9.119916,9.758671,8.367794,7.672066,12.13217,7.3561916,11.363967,10.90499,9.443216,12.855586,11.022589,7.1494493,11.71789,7.245009,2.5511613,12.058864,10.146729,12.072768,10.552526,8.313718,8.373092,9.878993,13.08718,7.980481,10.396084,13.635358,5.3178997,10.022439,7.4693437,8.547227,7.714421,8.450308,9.609548,6.427414,11.486344,7.5742626,11.050136,11.432809,8.542533,8.835179,10.817346,10.068884,7.6105995,10.994505,4.729039,8.981096,7.96653,11.465416,6.159576,8.792323,11.163778,10.765915,10.332238,8.719326
Endothelial,11.608322,7.5095997,6.5813465,10.64285,8.433328,6.9700723,9.50835,11.2588825,8.876702,6.390852,10.983922,7.38223,5.094485,6.9836383,5.523902,7.9643073,8.15623,8.408397,11.29945,12.6786,11.15405,13.45872,10.621315,7.573794,8.351983,10.911246,10.983922,8.265777,8.605534,9.403751,9.168623,6.171322,1.752317,6.8713584,4.6934543,16.537598,12.532229,6.3703423,11.274833,4.758032,10.314185,13.558834,9.27451,13.769897,8.674074,7.5374618,15.492121,8.101285,9.977024,9.460641,12.644844,8.933727,12.236094,10.299344,10.876218,10.7627735,8.891171,9.408789,9.232515,12.676514,11.11066,11.459105,11.598436,12.915338,12.910907,14.56019,8.413418,11.393286,10.357813,10.132779,10.587286,8.018034,7.782223,9.605875,9.579316,13.4505005,12.12418,11.191066,10.792945,8.916147,8.614282,5.2818418,8.150228,9.958251,16.057499,11.815003,10.234156,11.157794,8.916147,13.618069,6.7336273,8.393229,7.9155965,3.9273229,5.143654,10.314185,11.766288,11.542247,6.651018,9.725759,10.4412985,4.8198423,8.203372,10.599453,9.610255,11.209945,13.7519245,12.762888,10.224191,9.031668,14.225291,12.263115,8.276838,5.6312304,12.897756,10.607142,6.7653904,8.926721,7.0103946,15.319788,9.162672,10.038436,13.1008625,12.734082,9.978719,9.2438345,11.25049,13.078911,12.068375,9.107977,10.97546,9.75176,4.8198423,8.759359,12.702127,8.648751,10.959244,8.467524,11.492702,8.276838,10.783281,12.449102,7.2537575,6.7336273,12.754751,7.6859245,12.835292,8.542768,12.587138,6.0732155,9.280019,8.398303,10.065799,10.365605,8.254629,13.631058,9.008628,14.598374,8.500927,11.618685,15.7654085,9.428762,11.657819,9.741815,12.656802,11.761866,7.7899656,9.599281,10.196788,9.391082,10.960101,10.054595,10.633199,10.65985,6.56339,12.923719,7.8504505,9.271749,13.031328,12.439905,10.388733,11.138973,10.56151,13.455225,8.7982645,8.467524,8.961416,7.8355656,9.317998,12.300519,11.389469,8.197563,8.011426,12.33797,10.987293,10.856076,11.568366,7.820525,14.50165,11.335606,13.461601,10.476507,8.551903,10.164394,11.893459,12.083416,10.753894,4.8791127,7.9155965,10.559246,7.4226317,10.914792,10.102012,9.438646,7.943632,7.9846897,8.926721,10.658793,13.089733,6.26318,6.9425507,11.653582,13.224206,13.610574,10.895185,7.7744393,12.091661,9.717663,9.747789,6.04761,6.171322,8.4723425,9.684819,8.648751,8.293274,8.298711,7.797666,13.086003,8.4626875,10.3499775,11.150295,6.9425507,7.2082586,12.928111,7.442416,12.682765,9.709521,4.758032,12.569535,11.121438,9.426281,8.560981,10.062607,9.804308,11.422841,13.647798,8.293274,8.174089,8.60114,6.7653904,9.592657,9.021838,9.821408,8.880333,10.395092,10.688091,8.249023,11.466974,9.060759,10.455972,11.823044,9.940969,10.335503,12.203132,11.046663,5.596334,9.657572,3.9273229,9.450908,9.864207,12.838328,5.2818418,9.864207,11.812631,12.539997,10.631045,9.280019
Mural (pericyte/SMC),11.399413,7.838252,6.20394,10.907454,8.064106,6.3822083,9.198666,11.088579,8.895088,5.62873,11.163671,7.1941214,5.479963,6.9330564,10.9957285,6.989186,8.410873,8.566558,11.755521,10.497512,11.0025625,13.115135,9.601132,7.455513,8.451398,10.757958,10.511953,7.807362,8.3262415,9.345654,8.966732,4.911073,4.349889,7.1941214,3.958244,16.419947,12.347743,6.20394,10.985416,5.479963,9.9226885,13.143238,11.583877,12.515996,8.471241,8.037733,13.96787,9.388024,10.473118,14.238146,11.979875,8.788406,12.287462,9.377548,12.45128,10.278507,8.529183,8.835096,11.523388,12.183043,11.21753,11.34936,11.34936,12.7674,12.692248,15.378041,15.243167,11.181849,10.066593,10.392161,10.631402,8.3262415,8.236334,9.972269,9.79467,11.969448,11.935925,10.741713,11.935925,9.186713,8.490814,5.7635803,8.451398,9.929876,14.304631,11.542272,10.261515,11.042901,8.740154,14.652712,7.330729,8.3262415,7.9834967,4.657597,6.8137884,10.232741,11.617655,10.371192,6.750241,15.082526,10.284127,5.8868966,8.3262415,12.429892,9.388024,11.0626545,13.613409,12.75126,10.289725,8.804138,13.938324,11.409733,8.3262415,6.1058016,11.574735,10.670548,6.6837645,8.924174,8.966732,14.128784,8.471241,10.360592,12.980562,12.504005,10.516735,9.21052,11.319569,13.269013,13.698993,9.034986,11.425075,10.073101,4.657597,8.259341,12.96665,10.026921,10.847983,8.620865,14.3774185,7.286615,10.900152,12.243427,7.494819,5.8868966,12.0409,8.090005,15.342291,9.313038,12.65803,6.1058016,9.245508,8.510126,14.235972,10.105204,7.868494,13.205276,8.772501,13.166245,8.451398,11.822708,14.128003,9.388024,11.196823,9.96529,11.362701,11.539925,7.6767306,9.419005,12.336968,9.061408,10.679105,9.9226885,10.511953,10.832726,5.62873,11.716566,8.037733,8.895088,14.782463,12.552546,9.937029,11.175815,11.523388,12.885791,8.980643,8.3262415,9.517719,8.189187,9.334864,10.5774975,12.466188,8.090005,7.6767306,12.83883,11.693522,10.696068,13.82241,10.696068,13.188891,11.098183,11.652833,12.441255,8.529183,9.96529,11.849489,11.964207,12.519574,7.494819,8.566558,10.013452,7.373534,10.985416,9.619031,9.345654,6.540851,6.9330564,8.410873,10.545097,12.782369,5.479963,6.8746543,11.088579,13.070303,13.393173,11.714486,11.574735,12.193533,9.848766,9.856331,5.479963,5.7635803,8.756418,9.527229,8.390176,8.85033,7.9834967,8.212953,12.26348,8.281987,10.741713,11.14217,7.807362,8.3262415,12.598378,7.286615,11.951901,8.756418,6.463709,12.134091,10.757958,9.754749,12.127854,9.818103,10.674832,11.330474,11.542272,8.431277,8.690233,11.243725,6.000497,9.754749,8.9385,9.63671,8.690233,10.179457,10.640193,7.868494,10.793858,8.909705,11.082142,11.373286,9.999854,10.136608,12.085032,10.679105,4.911073,10.215198,3.958244,12.493129,9.986128,12.775403,5.7635803,9.713693,11.836161,11.283548,10.626986,9.00807
GABA Cacna2d2,8.8145895,8.410763,6.3718915,10.988628,9.801265,7.155345,10.231442,10.581882,10.628372,7.0689907,10.825813,7.89131,7.612939,9.281753,6.62029,8.951801,7.773796,9.014755,10.999635,9.011952,13.026791,12.603049,9.248802,7.35875,9.170534,10.0431795,9.103001,5.832087,11.943746,8.940054,9.369216,9.058195,1.5887233,7.3631554,4.6492686,14.644384,15.477868,8.075738,13.473974,5.6128526,11.454526,11.384201,8.479327,6.1140804,8.208966,8.417132,8.103649,5.103505,9.94778,6.2247305,10.109248,9.764271,12.812036,6.997115,11.398623,10.637493,8.832173,8.762181,11.413833,11.58082,12.6821995,12.4285555,14.030518,12.654219,14.54519,8.116753,7.1297183,10.351593,12.354572,8.161701,10.328125,5.7128887,6.8943334,6.812942,8.176795,5.4484515,13.070421,11.442607,11.978168,10.531888,10.516645,5.071559,11.13363,12.683851,7.5868087,11.707592,12.6207485,13.234831,11.295366,8.609249,10.27972,5.6054344,9.802887,5.272278,7.3979216,11.196694,13.369669,10.1686535,6.709487,7.1679897,11.885984,5.8635216,5.113999,6.7198296,9.730997,12.601593,15.211745,13.321459,10.148059,8.161701,6.4443645,12.689508,7.369738,4.947969,9.977534,12.29075,9.5693035,10.861087,4.8256173,8.13876,10.605547,11.182588,16.068178,15.762129,10.216913,10.959104,13.32425,9.948879,13.941585,6.4731793,10.41979,7.384982,5.663738,8.898927,10.970878,7.7853312,13.203736,10.3779545,13.192293,10.0754175,11.3980875,13.6482525,9.575486,9.836146,10.65691,9.253556,7.892834,9.52133,12.502678,6.0499463,10.189888,6.195385,11.202698,11.738969,11.429802,12.302839,11.671638,7.647661,10.432946,8.754656,8.002795,12.047979,11.104325,10.682913,6.4567842,14.470039,7.2296014,12.213718,11.4419565,11.311555,12.921283,10.697377,13.054549,13.182278,7.0112185,7.0689907,8.485402,11.367716,13.192293,13.02201,9.437649,11.5347,11.851126,11.039918,10.541395,9.91927,8.98219,9.917024,10.627457,5.1953077,13.519611,9.923377,10.005984,12.190899,9.883299,9.1265135,9.7779455,6.638576,7.6239944,13.175484,5.536897,11.80896,10.531888,12.1687355,13.566865,13.978909,8.019636,4.4972405,8.452704,9.240446,7.3184853,11.937482,7.1978917,11.062949,6.933369,7.820996,10.985952,12.5015545,14.132805,7.483364,8.810562,9.357673,14.5837,14.679319,12.401505,6.924454,11.456331,10.519855,9.472726,8.585881,6.0499463,7.047254,10.851712,10.197618,10.123276,9.802076,10.514172,12.4036455,8.874448,8.015445,11.757703,5.060751,6.7638087,10.8591385,7.0743737,10.185853,11.084786,6.991435,5.7469993,12.7346735,11.60903,7.71297,11.590011,9.287559,12.128707,5.505359,6.670918,5.7128887,9.55397,9.494474,10.273005,11.092932,11.393653,11.237307,13.31063,11.420981,10.754456,9.889802,12.064051,12.105395,12.448321,10.308272,9.812986,13.403345,12.221093,5.627575,7.1036286,5.253417,11.289447,10.011256,14.575448,6.806487,11.923941,11.49448,5.124417,12.141987,10.855822
ME / meningeal fibroblast,8.068868,7.0946016,3.6436079,7.7054787,7.3799763,6.030953,8.625683,8.989929,6.334826,4.716731,12.045888,4.630069,3.2375262,5.870099,7.975292,8.07298,9.030673,8.296953,7.5665464,9.299931,8.172158,12.140038,12.5074835,4.1589437,8.043943,10.312764,10.680001,11.372667,7.150156,8.530202,5.8888836,5.325267,3.4548078,6.144732,2.2728043,15.347729,8.704672,5.325267,8.431159,4.6740503,8.224858,13.195045,11.15958,9.713518,11.884155,11.676863,9.072354,15.00789,11.731218,11.97925,15.305206,7.64599,12.10281,8.650662,10.186546,10.177025,8.362259,6.440464,8.437552,12.086884,8.82903,8.5212,10.606012,11.04335,10.135354,8.152861,11.209468,7.157921,7.684129,13.763153,11.787986,8.4150505,12.391663,9.990685,10.447158,9.266205,9.928495,11.695988,9.308676,8.74131,7.997099,4.630069,5.1494846,7.9351907,9.451353,11.720773,9.594117,8.156741,7.500905,10.978512,6.278957,13.991529,13.441987,4.8376827,5.0857854,9.066178,11.569617,10.782756,3.8872736,9.015796,9.471745,4.2195582,12.867337,14.887218,10.508416,13.188309,13.74772,12.080258,11.577238,9.775395,7.64599,11.645103,11.099867,7.1266084,7.953151,8.179806,5.0857854,9.639192,15.22706,14.90841,9.525251,12.031167,9.477961,8.974623,9.625257,8.328256,10.5931835,16.49814,11.274749,14.229345,12.387128,10.886874,4.2777286,8.056458,12.202374,6.9320455,9.45923,7.157921,10.184647,9.179225,11.03019,10.669176,6.013941,5.6674385,13.482647,11.28675,16.599977,12.449154,14.576055,13.047938,7.500905,8.503027,9.313898,8.093369,7.75751,13.509637,8.060607,12.642978,6.562484,11.364303,9.926224,9.1128645,13.702397,9.308676,7.673335,10.650722,6.789375,9.894043,8.434359,6.2931285,10.452692,8.487704,7.5896945,10.199771,6.0808177,6.759066,7.65699,6.4276743,14.147557,11.736414,9.494919,12.4338455,7.8799267,13.634889,7.944199,7.5069976,7.6293306,10.353906,7.4700513,8.907122,11.520398,9.940925,7.85148,11.680573,13.260742,9.969884,9.534227,11.782346,8.900195,9.975388,7.2839003,8.539148,7.673335,9.643346,8.728332,9.899842,11.718805,8.07298,6.1602774,11.552783,6.490517,10.991607,11.178312,7.678742,8.224858,8.62848,7.684129,8.331693,9.3465395,6.550736,12.981261,13.34148,11.216455,12.803801,11.149879,9.953248,11.8867855,7.7928467,7.9708915,10.18939,5.18031,7.233351,10.748454,11.958005,12.022687,9.146426,5.961666,11.730893,6.707092,9.895205,10.391439,7.9124207,14.986452,10.124497,7.578167,13.611931,6.799338,3.7294843,9.235346,12.125014,8.900195,8.01858,8.553936,8.730936,9.894043,6.674984,8.450254,8.738724,15.082807,2.9816167,9.14056,7.5191054,7.797825,7.0535674,7.1885676,7.953151,5.623251,11.093808,7.8418717,10.954193,11.59986,7.2479753,8.465977,11.256784,10.310154,5.530597,9.327732,7.797825,6.2355886,8.824159,11.098354,5.530597,8.365616,11.581213,6.307162,11.605904,9.443434
