,Oligodendrocyte,Glut Otp/Nrn1,Astrocyte,VLMC / fibroblast,Endothelial,Mural (pericyte/SMC),GABA Cacna2d2,ME / meningeal fibroblast,OPC,Microglia,GABA Igf1/Chodl,GABA Gal/Galr1,GABA Cartpt/Glp1r,GABA Nts/Gal,LHA Hcrt (orexin),GABA Nell1/Pcsk5,VMH-like Glut Calb1,GABA Otp/Wfs1,Glut Bcl11b/Prdm12,DMH Grp/Ppp1r17,Glut Prdm8/Cbln1,Glut Synpr/Syt6,VMH-like Glut Tac1,VMH-like Glut Rasgrf2,ARC Pomc,ARC Tac2/Esr1 (KNDy-like),ARC Th/Slc6a3 (TIDA),ARC Agrp/Npy,Oxt/Avp magnocellular,Ependymal,Tanycyte
C185-10: Adgrf5.Nxph4.GLU-2,0.5599978522982546,0.7585746638371397,0.579856743567076,0.06563879179827957,0.3518264448980285,0.28834532521841966,0.6911782215058208,0.16903278953411727,0.6094408000819899,0.47824503980218414,0.643616581236078,0.6639214606840653,0.606377627719192,0.6733024407999233,0.6108649769791311,0.6605116296558248,0.6895115555787477,0.7052927817756593,0.656836653906322,0.6526481114455793,0.6845637342760229,0.7025772724469704,0.6659802633292937,0.6295045498923976,0.59379263114678,0.6090659067102984,0.5746142025222604,0.5712692315640471,0.4735730857133423,0.3483588755842444,0.397813447540752
C185-110: Gpr50.Nts.GABA-1,0.6194299712799721,0.7027708396201148,0.6634584338428738,0.09306275874388743,0.4047214609095812,0.33983447444492176,0.7285369894889334,0.15476072675793412,0.6792125159727642,0.5579880159616087,0.6803567266385445,0.7928528209647213,0.7243792262519785,0.7731251235040808,0.7110567507319943,0.7714515425090002,0.7432543580708565,0.7673999681094089,0.6973225227117075,0.742773213938542,0.7290593821902001,0.7660726477698455,0.7035500527518568,0.6834118293947825,0.7540040625358551,0.8333355837925042,0.7225258413826089,0.7322923610236878,0.4368881052028809,0.4327528778393914,0.5112859585108834
C185-111: Tac2.Nts.GABA-1,0.6253062946401474,0.7920623996302506,0.6420025929885141,0.02813987290286732,0.37753040684526057,0.30767472207784635,0.8656221522382891,0.0931494807588788,0.6749606137643062,0.5257931372543102,0.7286561426940148,0.7982312505581256,0.7569795197011905,0.8270444086172161,0.7000064041372841,0.8026948657720484,0.7481920948550429,0.799922106166296,0.7174463104466623,0.7155916484098124,0.7347624843921126,0.7957446900390702,0.7400583931742304,0.6718679366499101,0.7169017776690434,0.7054097634346852,0.68574135567013,0.6796440511653017,0.4265457745457979,0.3502354489538727,0.43215035863378204
C185-112: Meis2.Nts.GABA-1,0.545327317846114,0.661647635253594,0.5542642584759745,0.08374121550072874,0.35525042805503193,0.3165270306071138,0.705236048376321,0.11711314642885001,0.5707102386638361,0.4945508695714691,0.6538247396069168,0.7035870555672983,0.6699466712306827,0.6907192613561475,0.6406297909876414,0.6875531661143357,0.6564963015250873,0.669643176598971,0.6345343022825483,0.6368573041171868,0.6175061362315956,0.7177101467502023,0.6740792025729762,0.5908475301748165,0.6359729537186849,0.664605709721458,0.5985314436587076,0.5967300414546531,0.37696920177446275,0.331493819454122,0.3848295292652374
C185-113: Nkx2-4.GABA-3,0.5564763915965032,0.6839089988967322,0.5763723175365995,0.025557016601863745,0.3363837617313491,0.2680133293116541,0.720284760337392,0.11081861097203241,0.6240137613070491,0.4787506029623313,0.6526783257461494,0.7420592719120803,0.8449489889981698,0.7626700516343232,0.6629385113045807,0.6957371570071126,0.6810432498492358,0.7746063070765004,0.6609941313405044,0.728709561021479,0.6749988867790919,0.7374983678062776,0.6481151629699787,0.6683120460832817,0.7317082977551074,0.6563433655044931,0.7059291403522505,0.7216654818245732,0.48200653495219226,0.37569555645085234,0.445768840900978
C185-114: Ghrh.GABA-3,0.4941385652910922,0.6138154234470049,0.5320075145391523,-0.016101093339944056,0.28887809693992783,0.20993983018804538,0.665585901754526,0.054391143060949096,0.555441669651825,0.4515912212534152,0.6045495723787624,0.719331737244184,0.8476472411850952,0.7209770163121638,0.6220164650568015,0.6618181651682445,0.6449790729495435,0.7498452260543033,0.6188870359633634,0.6839200375145965,0.6455260201037276,0.688707121189367,0.612017966028317,0.6124534908239733,0.7297699376077865,0.6743270656384651,0.7110855921906564,0.7196600638431743,0.4116711231921313,0.30326181684854586,0.41939161209534337
C185-115: Npy.Agrp.GABA-4,0.523300817397444,0.6445596310942634,0.569006224090269,0.05524561442816957,0.3443849519388058,0.2717592232744244,0.6818842502504289,0.12648420335766503,0.5861051326854269,0.47529998821916625,0.6209396551223942,0.7158114243025175,0.7398176420816158,0.7172437494187459,0.6402898737895066,0.6841191568661257,0.6623511165328932,0.7620535065288586,0.628871277662976,0.6874339247421886,0.6752754097438165,0.7120903743825158,0.6468578915673667,0.626679791633319,0.7511657990564847,0.6706473565813987,0.703021627222423,0.8561559395673629,0.4147623798287141,0.394669202297334,0.5223614490995772
C185-116: Lepr.Agrp.GABA-4,0.5247124333400845,0.6563281468471651,0.5640392849689031,0.05392322795761185,0.3471618809466688,0.283289398154269,0.6810851624887996,0.1451366896667978,0.5967404339130813,0.4455041472189263,0.6147170341822011,0.6886901140289751,0.7049152048888208,0.7067809012739132,0.6501503703104453,0.6695047958338043,0.6558945169209494,0.7237860230289705,0.6326881327070959,0.6609823085494287,0.650232157225987,0.7043688099785987,0.6338387688856325,0.6263895586293756,0.7020617938576328,0.6387214522337061,0.6509085581636852,0.7783568905505622,0.43542089472417383,0.36649173728098977,0.47454338409663255
C185-117: Npy.Sst.GABA-4,0.6030680138523685,0.7300088457599911,0.6195236911554476,0.05085912957299211,0.4107287650101133,0.319430421303906,0.7555662194815962,0.10570718335554627,0.6490121918143454,0.5484075536344708,0.6890617066024206,0.7692403401801708,0.7203618885444555,0.7654670534008086,0.6874673227800426,0.7454357069867975,0.7256552755877621,0.8234660219459369,0.6975760405614181,0.7079681983385325,0.7260484496584709,0.7703772866648536,0.6944673061901929,0.6731141868030289,0.7482781915454829,0.6869016615083872,0.6964999859219192,0.7780336076660085,0.4329444609361269,0.3925377395889396,0.4916149174971805
C185-118: Otp.Sst.GABA-4,0.5535489040485781,0.7006080808787314,0.574849623375802,0.017969391447698213,0.3457074086507513,0.27582368967523146,0.7284746042410991,0.08594844931872295,0.6229261671983704,0.48463923337630005,0.6620958840199994,0.7550059807616535,0.7615190476908124,0.7493915452194118,0.6516689086608185,0.7030102509888329,0.7253389178987929,0.8433544291366195,0.6947739607497877,0.7126867333993573,0.7120168974354467,0.741123943421913,0.6969573817671977,0.6711683783188356,0.7604071972402986,0.6843762865787462,0.7275709122226486,0.7874613653714806,0.4450001696227941,0.3617099163020848,0.47222876717495543
C185-119: Nts.Sst.GABA-4,0.6061449587417399,0.760687358404276,0.6236946954933285,0.037186762053897475,0.3938298282504792,0.3062128852081132,0.7815117474586681,0.10368041163271949,0.6516772442660075,0.5235613964073252,0.6804278820799782,0.7514869426530366,0.7086960984368146,0.7824874270637214,0.6572551195623326,0.7688553689723239,0.7423473352449461,0.8010850722080958,0.6911024853710891,0.6956914681748253,0.7514876080166417,0.7629575534525977,0.7110912930010819,0.6756886979604498,0.7182250911308207,0.6921213946398136,0.6744112552595153,0.7277919260141759,0.43835739918202027,0.3601105428464785,0.4516430996427731
C185-11: Cbln2.Trh.GLU-2,0.5828583807129499,0.7705087156060864,0.6154106381616551,0.02972714536449893,0.36976629114848863,0.29837364047362486,0.7283929273991206,0.09407915717952095,0.6290606554049608,0.4965030797820727,0.6876301683960359,0.7430856451039051,0.6923867078523144,0.7293906122324485,0.6911514956888104,0.7113082168415292,0.7201157409955039,0.7456331889167709,0.6667795202988753,0.6931697003528695,0.8690693993257007,0.761648793899622,0.7042574528618116,0.6630635395125672,0.6940492666249851,0.6649164853124278,0.6456241290519334,0.6597700655660999,0.5066943994080891,0.35723856931003406,0.40109211866447503
C185-120: Pou3f1.Sst.GABA-4,0.6195467414809609,0.7270868616215364,0.6246769783921381,0.0553025416380673,0.3894212922711003,0.3313117368639844,0.7651802128604803,0.1021592846844036,0.6680742742191758,0.5339268523239007,0.6759363884319164,0.7477182655664686,0.690766994206531,0.7381190538837538,0.667700920175479,0.7266986568614292,0.6950155700677848,0.8228820416870721,0.7020683876482282,0.6950766923247549,0.7059347517716449,0.7254657988275732,0.6442989836738008,0.6578099416903384,0.6876936917134354,0.6646163630399892,0.6744495001056606,0.707345935588951,0.43990476006048185,0.38401109317473736,0.470459400949928
C185-121: Abi3bp.Meis2.GABA-5,0.5956248347319885,0.6965038956422214,0.6101829614805241,0.08197177560945912,0.36678042757146495,0.32834058834919005,0.6987360326818787,0.15959799955866408,0.6463769068801859,0.49295848619097016,0.6113762101371985,0.675451726852198,0.6617609462584717,0.6997187674804478,0.6134166340007237,0.6729783396169975,0.7041360654768204,0.8331487088949774,0.7229203720856168,0.664135805556815,0.6517540811956545,0.6820849706106135,0.651048230897109,0.6682683039020277,0.6370074513013785,0.6234679801290921,0.6516956811103565,0.6398529882304773,0.42034740651231456,0.37561361817968636,0.45651557494866
C185-122: Satb1.Meis2.GABA-5,0.58000237930714,0.7156561663763125,0.6159064190177026,0.06437588326657898,0.35468856986850433,0.29650348821649836,0.7466920678011169,0.15663928179034833,0.6488589279083694,0.5098979865711035,0.6636537666649905,0.7382147278324676,0.6969372483281008,0.7364681979395508,0.6572495155849295,0.7211934336023121,0.7284339405972069,0.8355842998717098,0.7563246864237135,0.6921537363751435,0.693123078973896,0.7152580023666204,0.6721413012705613,0.6848430047159331,0.6882017928641103,0.6807344848039897,0.7158892711547952,0.7036397046747623,0.42960593212907167,0.4126367391816139,0.504800547774928
C185-123: Bcl11b.Meis2.GABA-5,0.6182586946365465,0.7283229508453396,0.6166747085340023,0.07983425618434536,0.3582682059461233,0.29429734447857736,0.7597876355137492,0.1667826214834719,0.653475933430239,0.5254687704327003,0.6778124901633343,0.733374799548788,0.6857046274889461,0.7582877068754095,0.6544294173006929,0.7184502502029626,0.7097240416256658,0.8073483678833673,0.7202695968720395,0.6947376569204293,0.6353346441626562,0.7166592077420014,0.6840842956255639,0.6468819175447736,0.6595980489358358,0.6608227708350926,0.6699450238968209,0.6472776181606745,0.3910214498925133,0.37358852353496513,0.4690206907977537
C185-124: Ccn1.Meis2.GABA-5,0.5677103115146552,0.6442877068371469,0.5521928923164102,0.08265630888166305,0.3246119674983753,0.2805051249501902,0.6803698713180094,0.1538459128759392,0.5925283747560579,0.47583569744411797,0.5896009407794958,0.6350219204018688,0.6060990552061835,0.6532720590986207,0.5830039876020195,0.6312120133748255,0.6244161094165647,0.719044333482453,0.6381952164831595,0.6021711204489733,0.5565410478165936,0.6239633857454622,0.5918461873760453,0.57682186955603,0.5870099010244032,0.5855736231600708,0.6089650738742898,0.5764342717016164,0.36322242869994475,0.37059619088837564,0.4521557252799379
C185-125: Adora2a.Meis2.GABA-5,0.5762588782676975,0.6424451951049965,0.5585841903603262,0.11402762234960162,0.3599933119837715,0.3048418770584319,0.6698699945163153,0.1676615565207773,0.6124420005088436,0.5048321887713507,0.5986042328351,0.6440272911266153,0.5861233719639136,0.675818017570786,0.5735081231551085,0.6428192920152548,0.6363033518369674,0.7300088434343915,0.6502008545925259,0.6118307587520092,0.5678690348050318,0.6349757290180112,0.6106716099584701,0.5763622711890947,0.5947416408300128,0.5954582231612922,0.6067485285936162,0.5936915680025264,0.33896187760691004,0.3522893978599195,0.44671922729374175
C185-126: Tac1.Meis2.GABA-5,0.5894447579677325,0.6597019025237201,0.5791318592680448,0.11004092663215673,0.3589115019319699,0.31170624275759773,0.6784939179073805,0.17772040185790272,0.6260778890079557,0.5082245270333013,0.61594347879003,0.6395613109961303,0.6050663743354557,0.6759802529236555,0.5848663213555761,0.6307669265197932,0.6553362017300042,0.7408882911894364,0.6682120324982986,0.6246215842859165,0.575181040725455,0.636463045242558,0.6206119710027972,0.5978285988553584,0.5931224126088854,0.593285750561241,0.616424395929306,0.5820050352956523,0.3634917340362502,0.3705466784092356,0.4422102740580357
C185-127: Nfix.Satb2.GABA-6,0.5820718399954139,0.6556311296442531,0.618313369338815,0.11240083417645347,0.37721677080179783,0.32163639601039956,0.7181525880348576,0.19585921796890424,0.6180739796211319,0.5298610558182641,0.6663398516504029,0.7258265766844645,0.7029092466477822,0.6993892204984391,0.6517063661658683,0.6630918564095782,0.687994624986763,0.774096875497107,0.68791761808904,0.6808013391309286,0.6535672604393993,0.6781228144464245,0.6455390941528335,0.6438877856833551,0.7146183976396174,0.6869415706101668,0.8276638229549864,0.6959177704982693,0.48649392708055805,0.4469547890687595,0.5130968086848947
C185-128: Slc6a3.Satb2.GABA-6,0.5572558605160599,0.646920403013075,0.5828813207963097,0.04570307460702057,0.3687120561047514,0.30981092014476386,0.6839832577641779,0.09581601953806426,0.6270624797751314,0.4984447165154371,0.6556641829323194,0.7164230280878263,0.687634163419394,0.6948910801495687,0.6548362884087371,0.6528172966319503,0.699913480788995,0.7551975077886237,0.6769424486598898,0.6745443596520098,0.6560988052191576,0.6814632123718378,0.6719741431439195,0.6389105791208811,0.7079384725014716,0.6835014850653792,0.8617929410090432,0.6806443665933885,0.42884340067335014,0.3855915593332198,0.4611972797207474
C185-129: Nr5a2.Satb2.GABA-6,0.5525044112851526,0.6677351867315611,0.5979297378888712,0.04625196918891554,0.3618518912593488,0.30466753555920717,0.715430005699211,0.0930293536922702,0.6258729682997736,0.5325976555155828,0.6852173246752437,0.7419676822629061,0.7311587502647442,0.7316867065509485,0.6719368480604903,0.6931766328776205,0.726654380695833,0.772557895109729,0.6907779264867036,0.7131897736628019,0.6727615475071757,0.7249979339332827,0.6824103245720222,0.6815595279788579,0.7553269377933299,0.7106898214693481,0.8171651414623489,0.7375591214128973,0.4300055742853206,0.3925621047249645,0.4987807619238292
C185-12: Ebf1.Trh.GLU-2,0.6357771167285095,0.8208771924540441,0.6452695645366181,0.05463607882383617,0.4000046101537678,0.3337278209205053,0.7740025518204999,0.12977391270206734,0.6831962446137418,0.5222828179710977,0.7231631137060447,0.7541943554197432,0.6858908487627834,0.7613958743632439,0.6993302051548094,0.7543855949993151,0.7761352679531544,0.759538094621316,0.7205958663192296,0.7035508061872126,0.8069984772399813,0.7947719948256693,0.7542802165241669,0.7096646349708704,0.6859630394080637,0.6622596968597216,0.6316993853676046,0.6637306610875479,0.49814355035457625,0.3650743819522372,0.4176944311623021
