,Oligodendrocyte,Glut Otp/Nrn1,Astrocyte,VLMC / fibroblast,Endothelial,Mural (pericyte/SMC),GABA Cacna2d2,ME / meningeal fibroblast,OPC,Microglia,GABA Igf1/Chodl,GABA Gal/Galr1,GABA Cartpt/Glp1r,GABA Nts/Gal,LHA Hcrt (orexin),GABA Nell1/Pcsk5,VMH-like Glut Calb1,GABA Otp/Wfs1,Glut Bcl11b/Prdm12,DMH Grp/Ppp1r17,Glut Prdm8/Cbln1,Glut Synpr/Syt6,VMH-like Glut Tac1,VMH-like Glut Rasgrf2,ARC Pomc,ARC Tac2/Esr1 (KNDy-like),ARC Th/Slc6a3 (TIDA),ARC Agrp/Npy,Oxt/Avp magnocellular,Ependymal,Tanycyte
C185-130: Chat.GABA-7,0.50090791188576,0.604715712913168,0.46372152627233226,0.05992929758836921,0.33113956665981775,0.27636202315761815,0.6571272190310541,0.08635531788279585,0.538961593835344,0.4193939443648922,0.6253318717666817,0.6021286175357186,0.6306788441312907,0.6388280985987485,0.5800614644771143,0.6115969037758098,0.5771019429671643,0.6514283448216075,0.5579029721256861,0.5591542886684503,0.5653097290865465,0.6132621971965183,0.5684299517394739,0.5114961120878289,0.5794551595650197,0.5397477770043246,0.5915885351081962,0.5460183295576043,0.4124257867871442,0.27604336421344067,0.3420949904203242
C185-131: Scn7a.Tanycytes,0.4952181951149068,0.4235060738698534,0.5381758631190651,0.34635417572567645,0.3681664700583506,0.33689629498021734,0.45340051487401456,0.4728688416868024,0.48376308382314065,0.44827387130965873,0.4667388640027257,0.45048043535967186,0.38780508122127316,0.4405219659231352,0.45622247410488614,0.4396527976475822,0.4461999078428358,0.4695111285403908,0.4463089565098739,0.4257041870113818,0.40016673950365295,0.44927484499673054,0.39780165553115926,0.39331329528124576,0.4691332810756936,0.466041694062666,0.44881986088507003,0.4987385332882844,0.3874046599520065,0.5693499973212213,0.7503667480604129
C185-132: Tgfb2.Tanycytes,0.5871883455013998,0.5242459302900074,0.6511883360719427,0.27335505179564756,0.4232168352031835,0.3739009928857905,0.5333035418821674,0.42858123267239706,0.6098194331389907,0.5413979737443148,0.5464599385198144,0.5731075430585846,0.511462384020638,0.5384794613043468,0.5884965963317279,0.5470620069111899,0.5499007962923632,0.5819217201200237,0.5506096407044667,0.537756301806157,0.524210416308104,0.5652202442208637,0.49004370246075557,0.5106673789747084,0.5851487423011803,0.553279630954434,0.570552129563244,0.5741286307441446,0.4097873569923398,0.7062671409750637,0.7995039046783111
C185-133: Prr16.Tanycytes,0.5507062048944075,0.49581657611254387,0.6006240268304546,0.25881056476329517,0.3973797542543343,0.3407216739272812,0.5170583805646186,0.40729493674488937,0.5625138912043697,0.5043523326732265,0.5176525180526773,0.5372960918107269,0.4834338978795005,0.5062574940524726,0.5527599070785462,0.522582848880178,0.5110200714061227,0.5444265974135255,0.5137683613741164,0.5041411159499115,0.4764773626074131,0.5225664620876247,0.4473301944665517,0.4694399834208064,0.5466001906884138,0.519239046190373,0.5253719415088175,0.5396453520320201,0.37898773691223264,0.6357352048827776,0.7683950221456894
C185-134: Frzb.Tanycytes,0.5720020373969322,0.5092213371182633,0.6267471370191997,0.2787460553137304,0.41990364186915125,0.3687118263169152,0.5391072859545205,0.43036126167229666,0.5849107830883005,0.5411549388610334,0.5428530490697194,0.5736057622166911,0.5047533429819593,0.5343890126876752,0.5638435433962113,0.5438126577802647,0.5394058998360386,0.5854605872796609,0.547957398444501,0.5258676692017744,0.5052969763113766,0.5467819606242977,0.4858391614588874,0.4860755342441198,0.5849279625595757,0.5649549379320056,0.5617425739671273,0.5901658109712409,0.3869372671402877,0.6438574816498508,0.8314880870950819
C185-135: Cdhr4.Ependymal,0.539367700138518,0.41602590691154107,0.5538123877507081,0.353635164783296,0.4573955099745242,0.41186202580298864,0.4398956221169942,0.42596169776745274,0.5271444312192132,0.5033690883203988,0.4503988835064138,0.4733129098319756,0.42385290245021534,0.4447690466256954,0.47699462092291667,0.44249006684899583,0.43920645776609585,0.47604753167225483,0.44022726113696825,0.4610858830607064,0.42264409824009064,0.454838758708545,0.40567767907002106,0.4050294146086561,0.5033946837352222,0.47231037629074535,0.49202348569347737,0.4952399487823696,0.3551102888009885,0.8244777679841849,0.6770608104001569
C185-136: Crlf1.Ependymal,0.3882020194254556,0.3113202200095747,0.41501338519135267,0.29929314283117153,0.28614657072356176,0.2683065736313827,0.3246251566344731,0.38648951471718995,0.3900897075702373,0.3590830248102086,0.3155002903897238,0.3343791621529116,0.3334901335447363,0.3398912448057128,0.36405412318531233,0.34759895679656994,0.33586203193582337,0.36294770396116394,0.33966913457650705,0.3574502464147589,0.2952406232424831,0.33797393033994577,0.29209851716924007,0.30578661007937163,0.39037475393780896,0.3711046217837246,0.39396318651389367,0.35429635111079893,0.2686253118492665,0.6472755287057631,0.5577425798604089
C185-137: Erythroid-like,0.5260467731920261,0.3591964872913119,0.41299245904123316,0.35400528515895985,0.4040377467134568,0.4260077819933631,0.3474137355261168,0.2975090214516646,0.49851110446101005,0.5803877372812377,0.4175838203760547,0.3867848990154683,0.34396253548853145,0.3784653480712258,0.45397604438222217,0.37199432337147065,0.38856037965656276,0.3834745707689903,0.3783922014567582,0.39721309564049134,0.38101750684024355,0.40208117886618194,0.3487289747558228,0.3882289849094752,0.39856982088206844,0.38825890285907555,0.38262560300325965,0.4374450914771795,0.32428526738865476,0.3926755980781442,0.38261660988982577
C185-138: Hypendymal,0.41583427607697854,0.41517509348985593,0.4760054564915287,0.23649546560282278,0.31730855760945254,0.28436122187877455,0.4080136669377069,0.35860936805407756,0.4261398179068801,0.37883001750019635,0.3696338135131209,0.41445700360379695,0.3544657590887467,0.39724237321607986,0.40448386330497604,0.426182985584876,0.39562393888120995,0.41916250407407823,0.4179413651036467,0.39196142086161817,0.3809796086801707,0.4300294952960422,0.3951465592322831,0.33444236408510203,0.40543449133699927,0.4132495110707696,0.3917821881412571,0.34851437201920665,0.3129386062505561,0.5092293671632625,0.4401255238329663
C185-139: Itih3.Etnppl.Astrocytes,0.6863230124072459,0.6117354672022871,0.8295747308335357,0.313350447663747,0.53489769515911,0.47247845449889,0.6137259293311699,0.3902623085529859,0.7105369140448308,0.6695578010409583,0.6275097219422804,0.6372552704765748,0.5878653257063082,0.6352470916433863,0.6349419061609641,0.6167522147686554,0.6378996061729051,0.6634032391022419,0.6395774554786229,0.6161124369050414,0.6000154284552597,0.6280710807769763,0.5774372424761859,0.5940651063921142,0.6662837967316639,0.6506650542846993,0.6219308615402461,0.6217675686661043,0.4768141109532526,0.5872797109423549,0.6331477775054886
C185-13: Ebf2.Trh.GLU-2,0.5819322599679747,0.8139425386111819,0.6051377049051588,0.03424347419546931,0.35992747338914394,0.2869236896843143,0.7354776080347577,0.117239353323754,0.640497051388484,0.4955076746739602,0.6953600508006149,0.7165514229125302,0.6599525517066871,0.7284101040128614,0.6630764844328357,0.7277771120039592,0.7496677920728927,0.7372235757488408,0.673916146948684,0.6931601243303898,0.797106822937644,0.7693812663676162,0.7349208218172083,0.6850090095177791,0.650867258707897,0.6338039314840593,0.6057532748834454,0.6199188213794143,0.4877110892858532,0.3512039437373331,0.3935946710027609
C185-140: Gjb6.Etnppl.Astrocytes,0.6697402719700828,0.5688966970286099,0.8150735534393347,0.3385049561122581,0.545247207650387,0.48877478617460995,0.5818493336377127,0.41021279382423725,0.6880303557574475,0.6489274815747897,0.6090941666864788,0.6070183558771596,0.5482286648622792,0.5996055965636518,0.6195426179104309,0.5840864272229332,0.6091764944403789,0.6186676934728493,0.6070860624699324,0.5905325109676369,0.5632606403671337,0.5919863413005648,0.5416379677464742,0.5723742888658977,0.6289925466152464,0.6246805189705248,0.6003826966753445,0.5886288676711643,0.46936527353219415,0.6036607815044307,0.6447635516668667
C185-141: Trpm3.Etnppl.Astrocytes,0.6792309800927243,0.5968145724620052,0.8192597856622136,0.3178521599043869,0.5235685010115779,0.4720391743106395,0.6108330615703789,0.40622522615659756,0.7046275342271616,0.6192496008082142,0.6125714902428436,0.6045726719675042,0.5391233623804518,0.6166257493953406,0.6142671969575597,0.5961538789120675,0.611424260641015,0.6218374958713571,0.6171646148511459,0.5866280212596218,0.5691114261392428,0.6032569945496018,0.5481645185131704,0.5805701871235031,0.6148090511512566,0.6087290912627307,0.5714855998949077,0.5726900783260016,0.4578416294329641,0.5891544364753865,0.61460118503233
C185-142: Unassigned.Etnppl.Astrocytes,0.7109074197282802,0.6404977825425832,0.8133558113961967,0.3206199479633606,0.594753412676073,0.5217779211216951,0.6403094364785537,0.3436177276840829,0.7270578398634637,0.7110112091723292,0.6598918415143442,0.6737128118070882,0.6280283929380094,0.6683453184677904,0.6749588227731973,0.6436130545138006,0.6937974531237362,0.718439431617168,0.6931323004538306,0.6465257114496816,0.6416505549516608,0.6614993473113667,0.6349003073631687,0.6408985019177574,0.7135038556528154,0.6879573274555221,0.676229412116552,0.6525487860181396,0.5063103468462871,0.560756730008016,0.602086958536176
C185-143: Crym.Etnppl.Astrocytes,0.6081863874524837,0.5052472720484638,0.7176398700832448,0.3102233445077845,0.4612366304870831,0.4102313713754684,0.513738383774538,0.41692897591557365,0.5971156147297666,0.555388470724291,0.5359643095243096,0.5416447576499746,0.4775541628123579,0.5388219630656749,0.5535708232463022,0.5234425684322364,0.5120600653830286,0.5538483890419099,0.5300607552064461,0.5210220279454741,0.48250106250281266,0.5295756260040635,0.44284878219851304,0.4566879998097135,0.5592557364639876,0.554251012995628,0.5390516801621348,0.5178243537018372,0.405199826953202,0.570728737392155,0.6304835021966019
C185-144: Gfap.Etnppl.Astrocytes,0.6480825969462984,0.5455859812679962,0.7763890870227605,0.38081083797469056,0.4965234875640598,0.46432585763808737,0.5470423365597656,0.5065215361450833,0.6604228106276886,0.60978707086706,0.5727293278102,0.5597765989654124,0.5024508757575983,0.5585075528283512,0.5810167828630903,0.5415824896230139,0.5721772044435959,0.5867788674013148,0.5917449817211519,0.5488786060290718,0.5169040612943022,0.5452667782556908,0.5001855218654968,0.5287417366886044,0.5912815804098281,0.5823153603547133,0.5681849317546918,0.5626405900300752,0.46027989615040454,0.6507137823108405,0.6955768019524812
C185-145: Myoc.Etnppl.Astrocytes,0.6167854699694884,0.5055105442854978,0.7218258196003665,0.38518527781213885,0.4760709787391247,0.4434834361775416,0.4922341114417132,0.541445584763941,0.6211716544505107,0.5712293897241085,0.5220684743670333,0.5292126345409486,0.47905659214181223,0.5198151511349183,0.5495650138682955,0.5051215098915985,0.5095962532806826,0.5382040158885595,0.5243193323754919,0.5140329143602886,0.48416164700418685,0.5208622183866161,0.4555703820619125,0.4613207002685963,0.5540231100062607,0.5451067828598094,0.5196071563855414,0.5415166304594617,0.4557536091140498,0.6712008730184823,0.6982719740171216
C185-146: Myt1l.Lgals3.Astrocytes,0.673259012393186,0.7310934758042533,0.7302774349722361,0.16407983687480632,0.472492256183833,0.4069423118110356,0.7687939920746638,0.25988292511550926,0.7088899712276598,0.6159852134589553,0.7036310499111011,0.7973798731022379,0.732686745804757,0.7728848688494673,0.731129003219188,0.7503559881435231,0.730139544082261,0.7886586639356918,0.714351996210895,0.7311249917278707,0.7104328404063,0.7587126855514568,0.6831008283189162,0.6705349853907279,0.7653332550918871,0.7493741344835129,0.7336231016813115,0.7071775147618703,0.4814592551510329,0.5375449452153981,0.6110927833054627
C185-147: Gfap.Lgals3.Astrocytes,0.5562593689609918,0.444067981163384,0.6335284641321903,0.39532370529705263,0.427415551162285,0.41034377229144664,0.4645064817028667,0.5066547575276409,0.5614799059043448,0.509589063808862,0.4758349726120401,0.44988756146044284,0.3960588654718078,0.44818435356021663,0.4875370734381885,0.4541800554946106,0.46608662016299146,0.475889910164642,0.4800384045429674,0.46085669335938434,0.39903173759471433,0.4462703474616001,0.39278047827360385,0.4226326908593685,0.47722751362450444,0.482153434426316,0.4762659593872626,0.4457545942088529,0.3848372566363129,0.6402484983958757,0.6420916824023537
C185-148: Pex5l.Ermn.Oligodendrocytes,0.832964587137545,0.6331429771862556,0.6866045004195892,0.22597425831937418,0.5039601473272106,0.45941218217609187,0.6223067648385083,0.32749201900440716,0.7700643443655982,0.6417474100647309,0.6460972387288392,0.6278185291770761,0.5817390090343046,0.6411993510698858,0.6720768721916177,0.6149541844157643,0.6322065282280371,0.6629850969119006,0.6451625155635646,0.6133868502797696,0.5990760499536086,0.6309403316294826,0.5983901359322145,0.5941931460143537,0.6140928456072139,0.6048385433010096,0.5814314846057175,0.6300948605043939,0.46619839266219365,0.5119994028021649,0.5618946097886691
C185-149: Opalin.Ermn.Oligodendrocytes,0.7991811217417352,0.5794278359003956,0.6216399751523761,0.2501784144747119,0.5013581632292302,0.46410577733198466,0.5743307029276822,0.30467243329194654,0.7236117235799399,0.6065091175365632,0.6087609894163867,0.5745501394773634,0.5330794949368011,0.5929317426030318,0.6172638895094387,0.5596399918336877,0.5867701226563031,0.6068721415736341,0.5949281360608876,0.5653684363550253,0.5408333007216947,0.5755796729439764,0.556615574546592,0.5478953577800483,0.564583944256232,0.5597616302818149,0.5338706635586301,0.5813251516941537,0.42237968752220667,0.46316942025705937,0.5071914466411295
C185-14: Syt2.Trh.GLU-2,0.6097960831505376,0.8086629193100359,0.6313197986559856,0.03553430401169737,0.3887853758913615,0.3110584647144736,0.7594537556711833,0.1033371512617565,0.6522159559288335,0.5159118177012754,0.69453675236352,0.7051223031451151,0.659700326102854,0.7303392789925016,0.6703312321797088,0.7222595865607405,0.7138853463276345,0.7223479428699943,0.6589326855712687,0.6556847907957131,0.813064658206626,0.7495309786057323,0.6896928299944565,0.6547213124002144,0.6541555903099024,0.6247692476222096,0.6183649922227703,0.6232418529304816,0.4824647583637751,0.37158048397204274,0.39233004780338404
C185-150: Klk6.Ermn.Oligodendrocytes,0.7853013726563544,0.5606193442037516,0.6126079165517118,0.25732670655746415,0.48714842022431104,0.46808100446147133,0.5442132652604662,0.3556001147316362,0.7039598244381791,0.5754998680466155,0.5898949049264215,0.5533663048128488,0.48905743981360655,0.5594646388234824,0.6219678943365589,0.53037557663761,0.5576013460678761,0.5872828751245416,0.5648786186732057,0.5210634602789632,0.5112807400939829,0.5575016807041898,0.5124518222543248,0.5119408085131166,0.5405623312616008,0.5382367841355336,0.499507613040738,0.5593071742478241,0.41714272692324356,0.4993607257003403,0.534403565797234
C185-151: Arhgap45.Ermn.Oligodendrocytes,0.6831608365872897,0.4326557778206321,0.5089395206616639,0.3297041424478698,0.45419943991121736,0.419471464051097,0.41499835849930766,0.3504147214448121,0.5817670899279883,0.6983339920446119,0.4537126384131991,0.44490484318872997,0.3896727659152947,0.44048697837090983,0.4831569829281774,0.42600579233429087,0.4489318818072265,0.4831345294269288,0.48184167060348615,0.44223624279355345,0.4218139271141433,0.46487862476739156,0.431545706606806,0.42252491215885296,0.4556640591716265,0.45086076832235333,0.4215373894133429,0.5266606889451053,0.3698143435098244,0.44389527132592754,0.4943676707845337
C185-152: Mal.Ermn.Oligodendrocytes,0.7904875674394419,0.5820452510368614,0.621104596498778,0.2560116490495944,0.497050149424362,0.47766987701182245,0.5711010706314542,0.3382156966880241,0.7321731698140115,0.5788416403871453,0.6053426640399001,0.5531485923082844,0.5046000848167981,0.5750399885588193,0.5992448498769928,0.5577504161358144,0.5721095425816599,0.5773455170783872,0.5780711830122968,0.5463819958615058,0.541087832083276,0.5660400636988477,0.5450771110920598,0.53128638526677,0.5434274300384537,0.5525763834537737,0.5111832325549887,0.5683152862292501,0.44108296084803034,0.4738502482413578,0.5158299522068245
C185-153: Ctps.Ermn.Oligodendrocytes,0.7387630273742898,0.5351485722337701,0.5701961291343614,0.2760699392281717,0.48725526864807317,0.4872907282908741,0.530583879845647,0.31653914772194863,0.6932953928481189,0.5244804681348385,0.5538828255673995,0.5176853617189612,0.44565574847893735,0.5438433056369835,0.567622860193642,0.5108459115136427,0.5411397915480985,0.5319636361722176,0.5406185707775167,0.50783112479559,0.5028099997129613,0.5385641680754611,0.5065019227331151,0.5093882441652939,0.4904981320832049,0.5242745205857069,0.45950832679443354,0.5303864956037888,0.3851437514586957,0.4354764671587703,0.4789125346567537
C185-154: Hspa1a.Ermn.Oligodendrocytes,0.723524324847436,0.5064822774916048,0.5280377177730096,0.26152624253239637,0.44812810431660977,0.42856915890532216,0.5002957141415525,0.32727987812979087,0.6344392811430262,0.532223021198205,0.5272488381595337,0.5101366195719795,0.47975666274950696,0.5292793609756039,0.5473548228696594,0.49479438341276405,0.4898264038565757,0.5386254101782636,0.5137251319236273,0.5144897138986845,0.45530846044458184,0.5062158924812559,0.455110405552166,0.4621787080482478,0.48703445522123373,0.5018445497947377,0.46560087992864424,0.5181125976232969,0.38618757985070656,0.4036209083857728,0.4561465378932317
C185-155: Cnksr3.Gpr17.Oligodendrocytes,0.6921934064538499,0.5385774097264113,0.5714036896946074,0.254142523070496,0.4784719619535196,0.4625700944323212,0.5508392957257275,0.29003148653605804,0.7142456578516538,0.5328560106453543,0.5729457033980112,0.5218922688568175,0.4706484340354088,0.552799262128435,0.560792955358825,0.5247081551360714,0.5471000666316109,0.5274259671437074,0.5427141063481701,0.5292323265432013,0.48670882160301554,0.5511029216793797,0.49627235356959465,0.5192370371588397,0.49105674078407796,0.5236879386726783,0.4820534096803048,0.5103552146753817,0.3864635354325011,0.4393064594945985,0.4596744057228853
C185-156: Bmp4.Gpr17.Oligodendrocytes,0.6850962770223793,0.568774928140205,0.6126762934462097,0.24859620593695808,0.46612807366688935,0.4486064495274742,0.5958989493296644,0.30826467661609114,0.7995140404983935,0.5461738950789514,0.5954048045327501,0.5459691238468667,0.49497969537989644,0.5748088887216086,0.570058713618491,0.5632151044538867,0.5553159348870387,0.554186721837268,0.5786746822386905,0.5605196733404793,0.49738492059999334,0.5569914595023507,0.5024000079928209,0.521043451156236,0.5112643400404963,0.5449536643074799,0.5228837079158402,0.5433680362582395,0.4226189049620539,0.4792082916724383,0.4894995390463497
C185-157: Ermn.Gpr17.Oligodendrocytes,0.610574258108854,0.38877018018201026,0.45729447142329316,0.28143889334844147,0.46704963617212686,0.46764811933843564,0.3957239072971956,0.2850207322736428,0.6200770138648337,0.40074747982235737,0.4427676741585206,0.3841727894335393,0.3026523197656678,0.39847021178777736,0.4554402369090396,0.3786841490399067,0.42523082648773564,0.41365196872142096,0.4425162210482657,0.38590805848464305,0.36414735267005055,0.3961555462153433,0.40519309900147876,0.40320890826123507,0.3885539127752697,0.3895692552835523,0.3572374580705117,0.41908374307063795,0.321924450845308,0.358043724993965,0.36277043649048385
C185-158: C1ql1.OPC,0.6772796645276695,0.5808007960892655,0.6376102229074494,0.2183693630817603,0.45644552573646135,0.4416915994392005,0.6034600496325543,0.2884383944867333,0.8318953001668259,0.5370825469669984,0.6151473772763738,0.5681304926548524,0.504202190247887,0.5823674164759898,0.5930737875450427,0.5833752331897224,0.5908046600249864,0.5812620820083505,0.5979859232221265,0.5672791883000796,0.5357151978588555,0.5756145113396617,0.5405247709584693,0.5583376291633322,0.535160519329578,0.5571630764587808,0.5368701606301605,0.5557690083720472,0.42063960338884154,0.4812837047373442,0.5031442974378798
C185-159: Pdgfra.OPC,0.6799193590741671,0.6082181353452483,0.6454160652409845,0.1995314667358199,0.4456783594351565,0.43217521757306804,0.6280323181840425,0.2934166094657088,0.841127659500449,0.5183888090316335,0.6276522178311176,0.583879621502107,0.5079644441438658,0.5984769476088995,0.6077564015343335,0.6081073417664431,0.6055528706683483,0.5931995569018793,0.6141459904835259,0.5854877790660848,0.5606666547316647,0.5974753970660894,0.5560848370233643,0.5767765009928078,0.534215147846235,0.5605893478143212,0.5366122500289259,0.5591262597896404,0.43373638834633504,0.489644675755961,0.5076177527733493
C185-15: Ucn3.Trh.GLU-2,0.561653521991009,0.7360503580395066,0.5785945545234168,-0.003129586635947921,0.32350044926523774,0.2520424447048974,0.6873476931900255,0.11639460959688995,0.6189542704131942,0.4749938296670588,0.661914689990146,0.7008247779941692,0.6948508456377395,0.7135501535787444,0.6713781329711105,0.6771990753921584,0.7096664868276517,0.7137590246012162,0.6553096950658175,0.6995397470954596,0.7426726646944822,0.7166233990861675,0.7014068597705426,0.6677509739675118,0.6772459537612934,0.63156991613386,0.6487336814066595,0.6314709978150127,0.5086493377068764,0.35111195111717697,0.400751153327523
C185-160: Dividing.OPC,0.6736476594388922,0.5885903257035934,0.642951584594787,0.23943416080985452,0.4546778813452602,0.4416651102777605,0.6118604125406633,0.3298039779292689,0.8133061207157036,0.5228744166543673,0.610373260921219,0.5639157886047579,0.48707010040746945,0.5857281149064795,0.5948231479791722,0.5792886266374743,0.582692806125425,0.5761894722753201,0.5942431288433733,0.5699245213759793,0.5309729182451417,0.575207949133116,0.5244280908472275,0.5573871837585681,0.5220944688722948,0.5440214198389333,0.5267359698073353,0.5393702269101234,0.426557353387581,0.5028372496786382,0.5134041848194961
C185-161: Cspg4.OPC,0.695437437635631,0.6246472776040796,0.6647382423622458,0.18853337493677844,0.44796940188737877,0.43067564725517776,0.6354609214175276,0.2669831901944208,0.8532749269866777,0.5605056883879986,0.6466573100545,0.6234885701874749,0.5728143094741335,0.6374414966674219,0.6354716597852151,0.6269037982943543,0.6400760944638376,0.644813015878104,0.6425838217966461,0.614004589312203,0.5914588489567392,0.6404158120702701,0.594364483859072,0.6002099738307062,0.5867016308940153,0.6025144660021402,0.5728015720916191,0.606545864435021,0.4262545432743141,0.4603375615294052,0.5024685085887102
C185-162: Tyrobp.OPC,0.6044410319598027,0.48137913305246366,0.5495041357265512,0.23421467432324464,0.40990374354653863,0.40441431303739656,0.47223162235430266,0.2720289522087313,0.7259897931037163,0.6292467493330783,0.4805605582329059,0.4748283140509459,0.41795519433598216,0.48663503389064183,0.4929545167363547,0.46515540962852925,0.4824195235638673,0.4972122923951887,0.5173446609372754,0.4666987456690173,0.45316726859548495,0.46550256625093683,0.4182339326682953,0.4648722682304185,0.45174148049794677,0.47248353942121857,0.4706097457227005,0.48524815642837393,0.36783807686558856,0.4472921422324768,0.4290323859229753
C185-163: Selplg.Tmem119.Immune,0.6350675662635986,0.5665180970746361,0.624078271742324,0.31425599494645,0.4993997567780411,0.4342868459002151,0.5469552405249226,0.29363487021451573,0.5941620164312686,0.8452995959914124,0.5460660768888816,0.6021289188752879,0.557485367189045,0.5730908438694494,0.568196882922333,0.5687868957439186,0.5941936413656052,0.6273284449806804,0.5946325341658517,0.5727881872550353,0.578975837757389,0.5965538467989622,0.5464245360976607,0.5402878076825006,0.6192199404119774,0.5978418699279083,0.5924018291117288,0.6111653698255083,0.45394540986589743,0.5090109966102964,0.5410251785912606
C185-164: P2ry12.Tmem119.Immune,0.5854904305865296,0.44604474646339265,0.5247126420221471,0.3786017992605622,0.5128888304687402,0.46374211596098974,0.42921832889123884,0.2991331880952277,0.5265034060333221,0.7959164867102143,0.4637513191848194,0.46947739565365265,0.43556547740432805,0.4507694568135032,0.4685098689179965,0.4446077755493086,0.4777499429011982,0.49184394065108517,0.4882867502015289,0.4586720310008121,0.43978458707029516,0.46474679384538164,0.42691655483973057,0.4238669783378072,0.4919916087754394,0.49224389957745107,0.48410542011716085,0.494488833726603,0.41736633461528916,0.45003182847419343,0.46934931998868623
C185-165: Wfdc17.Tmem119.Immune,0.5223233438524311,0.3848758900464346,0.47394614638629406,0.413444846988416,0.49436250902375667,0.4558191498693032,0.37591964521810095,0.34420573033516894,0.4832892993136082,0.7532230200476253,0.42505052878859984,0.4310183054117564,0.3879457373968249,0.40415179153155556,0.42801368738495865,0.4010928348752331,0.42804424348458064,0.45000186719963675,0.4414307359490762,0.4165792053610584,0.39497873340291423,0.42546303437352817,0.36983041499081537,0.3788202210644491,0.4752809028890447,0.46069111160271314,0.46900227772282804,0.46101435829939563,0.38867959967506877,0.4397388279905813,0.4653985974638993
C185-166: Ccl4.Tmem119.Immune,0.5202590464987451,0.36502208573974976,0.43754274009952976,0.37283871934344626,0.45112185792947923,0.41559127657638734,0.3613115524059776,0.3163291440843426,0.4464185695727021,0.7179496852811384,0.3900216653297698,0.38299657008428684,0.3538820824590538,0.3773222844846681,0.3941349381963404,0.3575653491841499,0.3617912457134906,0.4160135835633279,0.385708500787051,0.36689360053505976,0.32233313083095627,0.3625840978683266,0.30789908377389713,0.30428370487402084,0.41034083899792617,0.41604731816221474,0.4214740751852303,0.4019790373415177,0.33973894610475247,0.4112780938360397,0.4195314578428434
C185-167: Top2a.Tmem119.Immune,0.4391062682390477,0.30448444866595875,0.3914913210754702,0.43549590857823933,0.46520211922449173,0.43771847200727354,0.29446878473026694,0.34300154725318954,0.3927983848063057,0.6751889492306632,0.35378834035064366,0.3353525915339393,0.29844351127053576,0.31975849680558405,0.3408943940955713,0.3189107589227651,0.34090190332926296,0.34869587047526307,0.3537896307057517,0.33458552835193006,0.3104307477864309,0.3369861323898067,0.2765664338129066,0.3079594342035383,0.37579600807466,0.377376955266694,0.3749584102409707,0.3861406817041314,0.32285608450517533,0.42616985585448175,0.401405968526447
C185-168: Tyrobp.Tmem119.Immune,0.6194651776033505,0.5326507913489125,0.5965235655266771,0.3488978904103949,0.5174290973254441,0.4687798891421551,0.5174654823313686,0.2919209701514699,0.5922148482455125,0.8103793992134146,0.5485742051828216,0.5702758751624124,0.5424455077570406,0.5454776707411877,0.5507856642878726,0.5348973471057699,0.5756649786320845,0.6033169318724887,0.5768048831022812,0.5562466150679939,0.5415950157322746,0.5735004276260575,0.52206262992113,0.51890785986296,0.5936911465047394,0.5818974113325357,0.5807212579740223,0.5808454690790326,0.4403929796719137,0.4819668640491446,0.5068507604528023
C185-169: Ch25h.Tmem119.Immune,0.49523354064854325,0.39590564854761473,0.4722859768242502,0.31544482111532185,0.4019413964484377,0.36450273426402,0.3736913862857445,0.2940584320168583,0.44208111301930436,0.7255324788864495,0.3751311546692216,0.41585402327528964,0.40939963923114436,0.41113133538890967,0.3961328409837119,0.37155224234963086,0.4187099583477393,0.4658083018131494,0.4359678268691245,0.3802407466554895,0.38659599599098754,0.39275063073335903,0.37296503956318827,0.38847158927852316,0.4526683758337664,0.419357415020938,0.42129766600329827,0.4390070595948182,0.38516302785875567,0.4083045294999688,0.426865897789355
C185-16: Tent5a.GLU-2,0.5917508897806967,0.7277440384759939,0.5986305046811208,0.04400188642524004,0.35444535964419416,0.2886255173336534,0.6643956534842924,0.13615479384262713,0.6018830601444106,0.5136741506695643,0.6551878263199452,0.690930088570735,0.6710822389383334,0.6984348674378135,0.6510076801888429,0.6580861037265879,0.6551089146947602,0.6881726589644981,0.6253651541703689,0.6993030120019423,0.7274743607937082,0.7034814647932721,0.6411254100851035,0.6159292634104326,0.6448627032167545,0.6267319319991889,0.6332566673069747,0.6274085966084658,0.5702417557451138,0.3735510943484133,0.40785527689553025
C185-170: F13a1.Immune,0.5241402173060258,0.35049084558837884,0.5075283054402274,0.5193473366043586,0.5098307535305568,0.5147568665327227,0.3367378368959927,0.4778089858355303,0.48093467572283594,0.7215841050734427,0.40373320576852884,0.36426270234863245,0.3238616706166511,0.3625961491168448,0.3871462432859491,0.3567466767254287,0.40105241053121427,0.4084713091881508,0.43871914107629545,0.38739290394208087,0.3573762149181318,0.37607312913789837,0.3423878266804907,0.3619441646190357,0.4203438816076408,0.43930464942932884,0.41453092771244365,0.4367054999264727,0.3853636097091485,0.43451921810259125,0.5094949063478256
